n,exp,exp_sg,pf,sharpe,wr,posY,nY,S,R,K,TS,W
1161,0.35645595194752516,0.13790935668267995,1.1425328001565853,0.8753516488799173,0.5925925925925926,7,10,0.75,4,3.0,300,"(570, 810)"
795,0.16810341894317873,0.13524991309211126,1.0673011606735858,0.42907595552164324,0.6025157232704402,5,10,0.75,4,3.0,300,"(570, 690)"
1016,0.7166820262068377,0.1854204353613633,1.359205232002622,2.1381175202891005,0.5442913385826772,8,10,0.75,5,2.0,180,"(240, 810)"
808,0.8853224397933229,0.22696396296132867,1.4287496203268775,2.372163482026171,0.551980198019802,9,10,0.75,5,2.0,180,"(450, 810)"
629,0.6361571157468132,0.14733818209221375,1.2831492834860725,1.6175403845724436,0.5294117647058824,8,10,0.75,5,2.0,180,"(570, 810)"
393,0.3711590660305695,0.14043485515460413,1.162669192956715,0.9774126095354125,0.5267175572519084,6,10,0.75,5,2.0,180,"(570, 690)"
1016,0.6219866698673486,0.18015041087215972,1.2810690197132155,1.743868427857529,0.5393700787401575,8,10,0.75,5,2.0,240,"(240, 810)"
808,0.7644165328168651,0.20778472133025638,1.3342467974400722,1.9502955530462507,0.5371287128712872,8,10,0.75,5,2.0,240,"(450, 810)"
628,0.502540808688471,0.1260309075250439,1.1998992145152052,1.193477657818362,0.5127388535031847,8,10,0.75,5,2.0,240,"(570, 810)"
393,0.15130621837454444,0.10390969671334635,1.0583651394143074,0.3727517237129567,0.5190839694656488,5,10,0.75,5,2.0,240,"(570, 690)"
1016,0.59872845358611,0.17626362568264628,1.2611112389739194,1.643708537846743,0.5433070866141733,8,10,0.75,5,2.0,300,"(240, 810)"
808,0.738190143597625,0.2024633064432666,1.312636170556481,1.8530915983931595,0.5408415841584159,8,10,0.75,5,2.0,300,"(450, 810)"
