level,stop_sigma,time_stop,window,target,n,gross_exp,gross_pf,gross_sharpe,net_exp,pos_years,n_years,wr,max_dd,share_top5
2.5,2.5,120,"(480, 570)",vwap,860,0.5151285254324187,1.38096696105918,2.1871629873656886,-0.03687147456758133,9,10,0.6093023255813953,-52.5270387908181,0.1992476390346022
2.5,2.5,120,"(480, 570)",l1,919,0.3459821759405944,1.454976518977432,2.3494336634452413,-0.20601782405940566,10,10,0.7127312295973884,-29.664048687451896,0.16642994320546234
2.5,2.5,180,"(420, 570)",vwap,1198,0.4819363511307883,1.3522817247354442,2.040807407485525,-0.07006364886921174,9,10,0.6085141903171953,-55.33500760924289,0.1825238655018915
2.5,2.5,180,"(420, 570)",l1,1291,0.29316038628193947,1.3929295104535815,2.1093773958299997,-0.2588396137180606,10,10,0.7048799380325329,-30.84847843883381,0.1398199603155353
2.5,2.5,180,"(450, 570)",vwap,1032,0.4815032469867227,1.3446152022232618,1.9960248055197782,-0.07049675301327735,8,10,0.6114341085271318,-65.34966428589678,0.20366430673665273
2.5,2.5,180,"(450, 570)",l1,1111,0.3342263532233843,1.4481536427629247,2.3529350448609487,-0.21777364677661576,10,10,0.7164716471647165,-29.285892584629664,0.14251020105117682
2.5,2.5,180,"(480, 570)",vwap,860,0.5315053191264447,1.38181941095265,2.1585877792316355,-0.020494680873555327,9,10,0.6162790697674418,-51.727038790817915,0.2214051783718881
2.5,2.5,180,"(480, 570)",l1,919,0.33902026837556115,1.442278598816229,2.289312229198243,-0.2129797316244389,10,10,0.7116430903155604,-29.664048687451896,0.16984764411815997
2.5,2.5,240,"(420, 570)",vwap,1198,0.4826523831803706,1.3493848013099436,2.029766154329809,-0.06934761681962942,8,10,0.6118530884808013,-58.63500760924285,0.18225308482812413
2.5,2.5,240,"(420, 570)",l1,1291,0.2918551463376062,1.3904969158002796,2.094132980978721,-0.26014485366239387,10,10,0.7048799380325329,-30.84847843883381,0.14044526570935495
2.5,2.5,240,"(450, 570)",vwap,1032,0.47737480273980765,1.3394615438630078,1.9693707359339625,-0.0746251972601924,8,10,0.6133720930232558,-54.84996785123167,0.2054256412910179
2.5,2.5,240,"(450, 570)",l1,1111,0.33359727098211184,1.4469331305576323,2.344315567055062,-0.2184027290178882,10,10,0.7164716471647165,-29.285892584629664,0.14277894017010764
2.5,2.5,240,"(480, 570)",vwap,860,0.5216866691601109,1.3708460532062852,2.103506027248583,-0.030313330839889185,9,10,0.6162790697674418,-48.870633430808084,0.22557223893846756
2.5,2.5,240,"(480, 570)",l1,919,0.33825975654742874,1.4408490640449112,2.2794891054590005,-0.2137402434525713,10,10,0.7116430903155604,-29.664048687451896,0.17022951379030402
2.5,3.0,120,"(420, 570)",vwap,1166,0.4925179207365034,1.3864688741053062,2.1302165280309877,-0.059482079263496634,9,10,0.6355060034305318,-44.94585996478861,0.1609812122982679
2.5,3.0,120,"(420, 570)",l1,1270,0.3329923534344773,1.4720448734276794,2.4048187478191494,-0.21900764656552274,10,10,0.710236220472441,-35.19227874150033,0.12513036756034615
2.5,3.0,120,"(450, 570)",vwap,1008,0.527738367553671,1.4011576856720167,2.1955240556863203,-0.024261632446329062,9,10,0.6378968253968254,-48.859720459767686,0.1659311921870105
2.5,3.0,120,"(450, 570)",l1,1096,0.38308525910351793,1.5565606565041168,2.706144998895998,-0.16891474089648212,10,10,0.7208029197080292,-29.984549033461235,0.1260360277079723
2.5,3.0,120,"(480, 570)",vwap,840,0.5672146837687796,1.4172740164241078,2.256411374685399,0.015214683768779547,9,10,0.6511904761904762,-47.61773932319534,0.18525949838076577
