level,stop_sigma,time_stop,window,target,n,gross_exp,gross_pf,gross_sharpe,net_exp,pos_years,n_years,wr,max_dd,share_top5
2.5,3.0,120,"(480, 570)",vwap,825,0.7203518488147027,1.302691171378669,1.7906668837827453,0.0903518488147027,8,10,0.656969696969697,-118.90731190515635,0.1951182376052175
2.5,3.0,120,"(480, 570)",l1,883,0.283458335329794,1.20657076041982,1.1168471458564653,-0.34654166467020603,5,10,0.6908267270668177,-126.08774540414265,0.28382210765053495
2.5,3.0,180,"(420, 570)",vwap,1157,0.7190230012822113,1.3050731756884268,1.80588700783527,0.0890230012822113,8,10,0.6672428694900605,-142.80756656671429,0.13938638212251067
2.5,3.0,180,"(420, 570)",l1,1252,0.3324274043893251,1.2527960688609352,1.3924327983307623,-0.2975725956106749,8,10,0.694888178913738,-79.02691737505165,0.1731967719251563
2.5,3.0,180,"(450, 570)",vwap,997,0.7389246712049895,1.308272287089842,1.8142670799223461,0.1089246712049895,9,10,0.6710130391173521,-121.43554376838483,0.15739870792629151
2.5,3.0,180,"(450, 570)",l1,1071,0.36111374230879417,1.2789991535483112,1.4802463782360178,-0.26888625769120583,8,10,0.7012138188608776,-78.7028850309598,0.186383496186758
2.5,3.0,180,"(480, 570)",vwap,825,0.7482916103454138,1.3104455776921016,1.832101913348302,0.1182916103454138,8,10,0.6654545454545454,-113.27046163720524,0.18783289997265215
2.5,3.0,180,"(480, 570)",l1,883,0.283458335329794,1.20657076041982,1.1168471458564653,-0.34654166467020603,5,10,0.6908267270668177,-126.08774540414265,0.28382210765053495
2.5,3.0,240,"(420, 570)",vwap,1157,0.7459162259837475,1.317278783259131,1.8688733723854827,0.11591622598374751,8,10,0.6698357821953328,-142.80756656671429,0.13436095277243718
2.5,3.0,240,"(420, 570)",l1,1252,0.3330422367005498,1.253382090516687,1.3953052013909797,-0.29695776329945023,8,10,0.694888178913738,-79.02691737505165,0.17287703178458327
2.5,3.0,240,"(450, 570)",vwap,997,0.7476667778174926,1.3116085417434182,1.8295964698235871,0.11766677781749257,9,10,0.6720160481444333,-121.43554376838483,0.15555832083649918
2.5,3.0,240,"(450, 570)",l1,1071,0.36183248185468886,1.2797097808683429,1.4835568985904861,-0.26816751814531115,8,10,0.7012138188608776,-78.7028850309598,0.1860132663258984
2.5,3.0,240,"(480, 570)",vwap,825,0.7336957191285213,1.3025580245501653,1.7912007589719812,0.10369571912852127,8,10,0.6654545454545454,-121.70041390416691,0.19156958331900006
2.5,3.0,240,"(480, 570)",l1,883,0.283458335329794,1.20657076041982,1.1168471458564653,-0.34654166467020603,5,10,0.6908267270668177,-126.08774540414265,0.28382210765053495
